24 52
1  -1  756847.52349
2  -1  1269097.21012
3  -1  1781346.89674
4  -1  2293596.58336
5  -1  2805846.26999
6  -1  3318095.95662
7  -1  3830345.64324
8  -1  4342595.32987
9  -1  4854845.01649
10  -1  5367094.70312
11  -1  5879344.38974
12  -1  6391594.07637
13  -1  6903843.76299
14  -1  7416093.44961
15  -1  7928343.13624
16  -1  8440592.82286
17  -1  8952842.50949
18  -1  9465092.19611
19  -1  9977341.88274
20  -1  10489591.5694
21  -1  11001841.256
22  -1  11514090.9426
23  -1  12026340.6292
24  -1  12538590.3159
25  -1  13050840.0025
26  -1  13563089.6891
27  -1  14075339.3757
28  -1  14587589.0624
29  -1  15099838.749
30  -1  15612088.4356
31  -1  16124338.1222
32  -1  16636587.8089
33  -1  17148837.4955
34  -1  17661087.1821
35  -1  18173336.8687
36  -1  18685586.5554
37  -1  19197836.242
38  -1  19710085.9286
39  -1  20222335.6152
40  -1  20734585.3019
41  -1  21246834.9885
42  -1  21759084.6751
43  -1  22271334.3617
44  -1  22783584.0484
45  -1  23295833.735
46  -1  23808083.4216
47  -1  24320333.1082
48  -1  24832582.7949
49  -1  25344832.4815
0  1  26144479.1529
1  1  26656728.8395
2  1  27168978.5261
3  1  27681228.2127
4  1  28193477.8994
5  1  28705727.586
6  1  29217977.2726
7  1  29730226.9592
8  1  30242476.6459
9  1  30754726.3325
10  1  31266976.0191
11  1  31779225.7057
12  1  32291475.3924
13  1  32803725.079
14  1  33315974.7656
15  1  33828224.4522
16  1  34340474.1389
17  1  34852723.8255
18  1  35364973.5121
19  1  35877223.1987
20  1  36389472.8854
21  1  36901722.572
22  1  37413972.2586
23  1  37926221.9452
24  1  38438471.6319
25  1  38950721.3185
26  1  39462971.0051
27  1  39975220.6917
28  1  40487470.3784
29  1  40999720.065
30  1  41511969.7516
31  1  42024219.4382
32  1  42536469.1249
33  1  43048718.8115
34  1  43560968.4981
35  1  44073218.1847
36  1  44585467.8714
37  1  45097717.558
38  1  45609967.2446
39  1  46122216.9312
40  1  46634466.6179
41  1  47146716.3045
42  1  47658965.9911
43  1  48171215.6777
44  1  48683465.3644
45  1  49195715.051
46  1  49707964.7376
47  1  50220214.4242
48  1  50732464.1109
49  1  51244713.7975
